t,count,p,min_prone_overlap,min_n_flights,min_util,int1,int2,int3,int4,n_potential_conflics,E[n_conflicts],total_remaining_conflicts,disruption_occured,recovered,value,prev_action,folder
2,5266,0.51,15.0,1,0.109375,15.0,0.109375,1.640625,22.95,3.0,1.53,0,0,0.0,-17.727236929122757,"('swap', '23', '#6')",TRAIN168
3,5266,0.51,0.0,1,0.11666666666666667,0.0,0.11666666666666667,0.0,0.0,2.0,1.02,0,0,0.0,-7.704668661409671,"('swap', '15', '#6')",TRAIN168
4,3522,0.51,0.0,2,0.21428571428571427,0.0,0.42857142857142855,0.0,0.0,1.0,0.51,0,0,0.0,-2.2399798510157485,"('swap', '14', '#3')",TRAIN168
5,858,0.51,0,2,0.15384615384615385,0,0.3076923076923077,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN168
1,5874,0.65,75.0,1,0.2647058823529412,150.0,0.2647058823529412,57.35294117647059,48.75,1.0,0.65,0,0,0.0,-153.53185674328012,"('swap', '11', '#4')",TRAIN169
2,5666,0.65,75.0,1,0.25,75.0,0.25,18.75,97.5,2.0,1.3,0,0,0.0,-148.5269017177741,"('swap', '1', '#1')",TRAIN169
3,5524,0.65,60.0,1,0.16666666666666666,75.0,0.16666666666666666,12.5,39.0,1.0,0.65,0,0,0.0,-63.478199743982046,"('swap', '6', '#6')",TRAIN169
4,5360,0.65,0.0,1,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,1.0,0.65,0,0,0.0,-3.338289874357952,"('swap', '19', '#6')",TRAIN169
5,944,0.65,0,1,0.19230769230769232,0,0.19230769230769232,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN169
1,5968,0.69,60.0,1,0.3088235294117647,60.0,0.3088235294117647,21.176470588235297,41.4,1.0,0.69,0,0,0.0,-39.123846552634994,"('swap', '12', '#3')",TRAIN166
2,5870,0.69,60.0,1,0.328125,60.0,0.328125,21.5625,41.4,1.0,0.69,0,0,0.0,-38.7536431407756,"('none', 'none', 'none')",TRAIN166
3,5840,0.69,60.0,1,0.31666666666666665,60.0,0.31666666666666665,19.0,41.4,1.0,0.69,0,0,0.0,-37.99817742697152,"('none', 'none', 'none')",TRAIN166
4,5834,0.69,60.0,1,0.26785714285714285,60.0,0.26785714285714285,16.07142857142857,41.4,1.0,0.69,0,0,0.0,-37.43615308878357,"('none', 'none', 'none')",TRAIN166
5,5828,0.69,60.0,1,0.21153846153846154,60.0,0.21153846153846154,12.692307692307692,41.4,1.0,0.69,0,0,0.0,-38.54315668496149,"('none', 'none', 'none')",TRAIN166
6,5818,0.69,60.0,1,0.16666666666666666,60.0,0.16666666666666666,10.0,41.4,1.0,0.69,0,0,0.0,-37.31176086249252,"('none', 'none', 'none')",TRAIN166
7,4028,0.69,0.0,1,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,1.4492753623188408,1.0,1,1,0.0,-5.000000000000001,"('swap', '15', '#6')",TRAIN166
8,2014,0.69,0,0,0.2,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '13', '#5')",TRAIN166
1,5998,0.65,30.0,2,0.3235294117647059,60.0,0.7058823529411765,21.176470588235297,19.5,1.0,0.65,0,0,0.0,-28.457496841460262,"('swap', '1', '#5')",TRAIN171
2,5998,0.65,30.0,2,0.34375,60.0,0.6875,20.625,19.5,1.0,0.65,0,0,0.0,-28.675405480693197,"('none', 'none', 'none')",TRAIN171
3,5998,0.65,30.0,2,0.3,60.0,0.6,18.0,19.5,1.0,0.65,0,0,0.0,-27.953464204513864,"('none', 'none', 'none')",TRAIN171
4,5998,0.65,30.0,2,0.30357142857142855,60.0,0.9107142857142856,33.214285714285715,19.5,1.0,0.65,0,0,0.0,-27.19867416388375,"('none', 'none', 'none')",TRAIN171
5,1971,0.65,0,2,0.3076923076923077,0,0.9230769230769231,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '9', '#1')",TRAIN171
1,5998,0.73,30.0,2,0.27941176470588236,120.0,0.5588235294117647,58.6764705882353,21.9,1.0,0.73,0,0,0.0,-73.69594381359127,"('swap', '1', '#2')",TRAIN173
2,5986,0.73,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.73,0,0,0.0,-8.59139574646765,"('swap', '6', '#2')",TRAIN173
3,5964,0.73,0.0,1,0.11666666666666667,0.0,0.11666666666666667,0.0,0.0,1.0,0.73,0,0,0.0,-3.8000227541264433,"('swap', '5', '#4')",TRAIN173
4,2147,0.73,0,1,0.19642857142857142,0,0.39285714285714285,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '13', '#6')",TRAIN173
1,5864,0.74,0.0,2,0.39705882352941174,0.0,0.7941176470588235,0.0,0.0,1.0,0.74,0,0,0.0,-7.154919633834702,"('swap', '13', '#5')",TRAIN170
2,5812,0.74,0.0,2,0.359375,0.0,0.71875,0.0,0.0,1.0,0.74,0,0,0.0,-7.091842106408364,"('none', 'none', 'none')",TRAIN170
3,5802,0.74,0.0,2,0.31666666666666665,0.0,0.6333333333333333,0.0,0.0,1.0,0.74,0,0,0.0,-7.111802688382479,"('none', 'none', 'none')",TRAIN170
4,5766,0.74,0.0,2,0.32142857142857145,0.0,0.6428571428571429,0.0,0.0,1.0,0.74,0,0,0.0,-7.207174776399696,"('none', 'none', 'none')",TRAIN170
5,5742,0.74,0.0,2,0.28846153846153844,0.0,0.5769230769230769,0.0,0.0,1.0,0.74,0,0,0.0,-7.292839883917748,"('none', 'none', 'none')",TRAIN170
6,5736,0.74,0.0,2,0.22916666666666666,0.0,0.4583333333333333,0.0,0.0,1.0,0.74,0,0,0.0,-7.7164830108873765,"('none', 'none', 'none')",TRAIN170
7,734,0.74,0,2,0.18181818181818182,0,0.36363636363636365,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN170
1,5904,0.69,30.0,1,0.14705882352941177,30.0,0.14705882352941177,4.411764705882353,41.4,2.0,1.38,0,0,0.0,-43.81959631070628,"('none', 'none', 'none')",TRAIN174
2,5954,0.69,0.0,1,0.234375,0.0,0.375,0.0,0.0,1.0,0.69,0,0,0.0,-3.396110043151981,"('swap', '24', '#4')",TRAIN174
3,1365,0.69,0,0,0.26666666666666666,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '19', '#4')",TRAIN174
1,5846,0.77,0.0,3,0.25,0.0,0.75,0.0,0.0,1.0,0.77,0,0,0.0,-16.03655717501594,"('none', 'none', 'none')",TRAIN178
2,663,0.77,0,3,0.25,0,0.75,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN178
1,5998,0.77,0.0,3,0.22058823529411764,0.0,0.6617647058823529,0.0,0.0,2.0,1.54,0,0,0.0,-17.568318983575914,"('swap', '22', '#2')",TRAIN177
2,4560,0.77,0.0,2,0.125,0.0,0.25,0.0,0.0,2.5974025974025974,2.0,2,1,0.0,-15.0,"('swap', '5', '#2')",TRAIN177
3,4560,0.77,0.0,2,0.1,0.0,0.2,0.0,0.0,1.2987012987012987,1.0,1,1,0.0,-5.0,"('swap', '12', '#3')",TRAIN177
4,1456,0.77,0,3,0.16071428571428573,0,0.4821428571428572,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '13', '#5')",TRAIN177
1,5638,0.76,0.0,0,0.22058823529411764,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.638913997556555,"('none', 'none', 'none')",TRAIN175
2,5622,0.76,0.0,0,0.171875,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.46785280541291,"('none', 'none', 'none')",TRAIN175
3,5590,0.76,0.0,0,0.11666666666666667,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.355833060291314,"('none', 'none', 'none')",TRAIN175
4,5530,0.76,0.0,0,0.05357142857142857,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.386757488012814,"('none', 'none', 'none')",TRAIN175
5,5286,0.76,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.633116776803003,"('none', 'none', 'none')",TRAIN175
6,5206,0.76,0.0,1,0.10416666666666667,0.0,0.10416666666666667,0.0,0.0,1.0,0.76,0,0,0.0,-4.016665082691985,"('swap', '16', '#5')",TRAIN175
7,1564,0.76,0,1,0.18181818181818182,0,0.36363636363636365,0.0,0,0.0,0,0,1,1.0,0,"('swap', '17', '#5')",TRAIN175
1,5998,0.88,90.0,3,0.4117647058823529,270.0,1.3676470588235294,123.08823529411765,79.2,1.0,0.88,0,0,0.0,-31.128105147638628,"('swap', '12', '#3')",TRAIN180
2,5264,0.88,0.0,3,0.328125,0.0,0.984375,0.0,0.0,1.1363636363636365,1.0,1,1,0.0,-10.0,"('swap', '14', '#2')",TRAIN180
3,1753,0.88,0,3,0.38333333333333336,0,1.5,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '1', '#6')",TRAIN180
1,5998,0.55,0,1,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('swap', '3', '#5')",TRAIN176
2,5998,0.55,0,1,0.203125,0,0.203125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN176
3,5998,0.55,0,1,0.18333333333333332,0,0.18333333333333332,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN176
4,5998,0.55,0,1,0.19642857142857142,0,0.19642857142857142,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN176
5,5998,0.55,0,1,0.21153846153846154,0,0.21153846153846154,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN176
6,5998,0.55,0,1,0.3333333333333333,0,0.5,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN176
7,1623,0.55,0,1,0.2727272727272727,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('none', 'none', 'none')",TRAIN176
1,5998,0.85,105.0,2,0.29411764705882354,210.0,0.5882352941176471,61.76470588235294,267.75,3.0,2.55,0,0,0.0,-204.2324354010625,"('swap', '15', '#6')",TRAIN181
2,5106,0.85,15.0,2,0.265625,30.0,0.53125,7.96875,30.0,2.3529411764705883,2.0,2,1,0.0,-84.99999999999997,"('swap', '3', '#2')",TRAIN181
3,2830,0.85,15.0,3,0.36666666666666664,45.0,1.0999999999999999,16.5,15.0,1.1764705882352942,1.0,1,1,0.0,-74.99999999999999,"('swap', '2', '#5')",TRAIN181
4,1483,0.85,0,2,0.35714285714285715,0,0.8214285714285714,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '21', '#5')",TRAIN181
1,580,0.9,0.0,1,0.08823529411764706,0.0,0.08823529411764706,0.0,0.0,2.0,1.8,0,0,0.0,-13.868079411881043,"('swap', '6', '#3')",TRAIN179
2,744,0.9,0.0,1,0.09375,0.0,0.09375,0.0,0.0,2.0,1.8,0,0,0.0,-13.977984853319413,"('none', 'none', 'none')",TRAIN179
3,790,0.9,0.0,2,0.18333333333333332,0.0,0.36666666666666664,0.0,0.0,1.0,0.9,0,0,0.0,-9.400415878601496,"('swap', '22', '#3')",TRAIN179
4,354,0.9,0,1,0.26785714285714285,0,0.48214285714285715,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '19', '#3')",TRAIN179
1,5952,0.63,0.0,2,0.20588235294117646,0.0,0.4117647058823529,0.0,0.0,2.0,1.26,0,0,0.0,-15.143906909049882,"('swap', '18', '#6')",TRAIN182
2,5844,0.63,5.0,3,0.3125,15.0,0.9375,4.6875,3.15,1.0,0.63,0,0,0.0,-6.370112551045555,"('swap', '12', '#2')",TRAIN182
3,1129,0.63,0,3,0.26666666666666666,0,0.8,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN182
1,5804,0.77,120.0,1,0.25,120.0,0.25,30.0,184.8,2.0,1.54,0,0,0.0,-193.70510465462928,"('swap', '20', '#6')",TRAIN183
2,5548,0.77,120.0,1,0.265625,120.0,0.265625,31.875,184.8,2.0,1.54,0,0,0.0,-193.7705783421928,"('none', 'none', 'none')",TRAIN183
3,5716,0.77,105.0,2,0.31666666666666665,240.0,0.6333333333333333,108.0,80.85000000000001,1.0,0.77,0,0,0.0,-188.84385467203577,"('swap', '1', '#3')",TRAIN183
4,5610,0.77,105.0,2,0.26785714285714285,240.0,0.5357142857142857,102.85714285714285,80.85000000000001,1.0,0.77,0,0,0.0,-188.861140868811,"('none', 'none', 'none')",TRAIN183
5,5760,0.77,0.0,2,0.34615384615384615,0.0,0.6923076923076923,0.0,0.0,1.0,0.77,0,0,0.0,-3.441528811299905,"('swap', '8', '#2')",TRAIN183
6,2226,0.77,0,1,0.3541666666666667,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '2', '#6')",TRAIN183
1,5900,0.87,30.0,2,0.36764705882352944,60.0,0.7352941176470589,22.941176470588232,26.1,1.0,0.87,0,0,0.0,-51.08216289209877,"('swap', '6', '#3')",TRAIN184
2,5874,0.87,30.0,2,0.328125,60.0,0.65625,20.625,26.1,1.0,0.87,0,0,0.0,-51.09051659548018,"('none', 'none', 'none')",TRAIN184
3,5842,0.87,30.0,2,0.2833333333333333,60.0,0.5666666666666667,18.0,26.1,1.0,0.87,0,0,0.0,-51.787232997872444,"('none', 'none', 'none')",TRAIN184
4,5806,0.87,30.0,2,0.23214285714285715,60.0,0.4642857142857143,18.21428571428571,26.1,1.0,0.87,0,0,0.0,-49.28780372140499,"('none', 'none', 'none')",TRAIN184
5,382,0.87,0,2,0.21153846153846154,0,0.4230769230769231,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN184
1,5998,0.86,0,1,0.16176470588235295,0,0.16176470588235295,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN186
2,5998,0.86,0,1,0.140625,0,0.140625,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN186
3,5998,0.86,0,1,0.38333333333333336,0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN186
4,2585,0.86,0,1,0.375,0,0.4642857142857143,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('none', 'none', 'none')",TRAIN186
1,5998,0.72,90.0,3,0.36764705882352944,270.0,1.1029411764705883,99.26470588235296,64.8,1.0,0.72,0,0,0.0,-185.0,"('swap', '23', '#3')",TRAIN190
2,5998,0.72,0,2,0.25,0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('swap', '14', '#6')",TRAIN190
3,875,0.72,0,2,0.2,0,0.4,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN190
1,5998,0.63,0.0,1,0.16176470588235295,0.0,0.16176470588235295,0.0,0.0,2.0,1.26,0,0,0.0,-6.312257406331467,"('swap', '8', '#4')",TRAIN187
2,5692,0.63,0.0,1,0.109375,0.0,0.109375,0.0,0.0,2.0,1.26,0,0,0.0,-6.921684359441706,"('none', 'none', 'none')",TRAIN187
3,5482,0.63,0.0,1,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,2.0,1.26,0,0,0.0,-8.283918388589418,"('none', 'none', 'none')",TRAIN187
4,1594,0.63,0.0,1,0.17857142857142858,0.0,0.35714285714285715,0.0,0.0,1.5873015873015872,1.0,1,1,0.0,-5.0,"('swap', '12', '#6')",TRAIN187
5,683,0.63,0,0,0.11538461538461539,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '20', '#6')",TRAIN187
1,5998,0.7,0.0,2,0.23529411764705882,0.0,0.47058823529411764,0.0,0.0,2.9999999999999996,2.0999999999999996,0,0,0.0,-8.83764622123618,"('swap', '23', '#5')",TRAIN185
2,5426,0.7,0.0,2,0.1875,0.0,0.375,0.0,0.0,2.9999999999999996,2.0999999999999996,0,0,0.0,-10.04724143586741,"('none', 'none', 'none')",TRAIN185
3,3806,0.7,0.0,3,0.26666666666666666,0.0,0.8,0.0,0.0,2.857142857142857,2.0,2,1,0.0,-10.0,"('swap', '18', '#6')",TRAIN185
4,1060,0.7,0.0,3,0.23214285714285715,0.0,0.6964285714285714,0.0,0.0,1.4285714285714286,1.0,1,1,0.0,-5.0,"('swap', '8', '#6')",TRAIN185
5,426,0.7,0,2,0.3269230769230769,0,0.8076923076923077,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '15', '#4')",TRAIN185
1,5998,0.7,0.0,1,0.14705882352941177,0.0,0.14705882352941177,0.0,0.0,2.9999999999999996,2.0999999999999996,0,0,0.0,-21.396247766391678,"('swap', '19', '#1')",TRAIN188
2,5764,0.7,0.0,2,0.296875,0.0,0.59375,0.0,0.0,2.0,1.4,0,0,0.0,-16.051085535463756,"('swap', '17', '#2')",TRAIN188
3,5264,0.7,0.0,3,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.7,0,0,0.0,-5.892231010748441,"('swap', '19', '#2')",TRAIN188
4,1844,0.7,0,2,0.32142857142857145,0,0.9642857142857144,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '23', '#2')",TRAIN188
1,5964,0.8,15.0,2,0.36764705882352944,30.0,0.7352941176470589,11.029411764705884,12.0,1.0,0.8,0,0,0.0,-13.484918339999155,"('swap', '14', '#6')",TRAIN189
2,5964,0.8,0.0,2,0.34375,0.0,0.6875,0.0,0.0,1.0,0.8,0,0,0.0,-8.473302272224691,"('swap', '8', '#3')",TRAIN189
3,5964,0.8,0.0,2,0.3,0.0,0.6,0.0,0.0,1.0,0.8,0,0,0.0,-8.388248614717327,"('none', 'none', 'none')",TRAIN189
4,5964,0.8,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.8,0,0,0.0,-8.27314937846542,"('none', 'none', 'none')",TRAIN189
5,5964,0.8,0.0,2,0.21153846153846154,0.0,0.4230769230769231,0.0,0.0,1.0,0.8,0,0,0.0,-8.232768143781064,"('none', 'none', 'none')",TRAIN189
6,5964,0.8,0.0,2,0.14583333333333334,0.0,0.2916666666666667,0.0,0.0,1.0,0.8,0,0,0.0,-7.819197692931363,"('none', 'none', 'none')",TRAIN189
7,1592,0.8,0,1,0.18181818181818182,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '5', '#5')",TRAIN189
1,5998,0.54,0,0,0.058823529411764705,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN193
2,5998,0.54,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN193
3,5998,0.54,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN193
4,5998,0.54,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN193
5,5998,0.54,0,0,0.28846153846153844,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN193
6,1653,0.54,0,0,0.3125,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('none', 'none', 'none')",TRAIN193
1,5980,0.79,15.0,1,0.3235294117647059,30.0,0.36764705882352944,9.705882352941178,11.850000000000001,1.0,0.79,0,0,0.0,-19.78229117637068,"('swap', '8', '#3')",TRAIN191
2,5980,0.79,15.0,1,0.3125,30.0,0.390625,9.375,11.850000000000001,1.0,0.79,0,0,0.0,-19.56491679792717,"('none', 'none', 'none')",TRAIN191
3,5980,0.79,15.0,1,0.26666666666666666,30.0,0.35,8.0,11.850000000000001,1.0,0.79,0,0,0.0,-19.553065959829453,"('none', 'none', 'none')",TRAIN191
4,5980,0.79,15.0,1,0.2857142857142857,30.0,0.32142857142857145,8.571428571428571,11.850000000000001,1.0,0.79,0,0,0.0,-19.786060021033276,"('none', 'none', 'none')",TRAIN191
5,5980,0.79,15.0,1,0.23076923076923078,30.0,0.28846153846153844,6.923076923076923,11.850000000000001,1.0,0.79,0,0,0.0,-19.92922207103007,"('none', 'none', 'none')",TRAIN191
6,5980,0.79,15.0,1,0.16666666666666666,30.0,0.3333333333333333,5.0,11.850000000000001,1.0,0.79,0,0,0.0,-18.08736566686969,"('none', 'none', 'none')",TRAIN191
7,2368,0.79,0,0,0.22727272727272727,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '13', '#4')",TRAIN191
1,5998,0.86,30.0,1,0.3235294117647059,30.0,0.3235294117647059,9.705882352941178,25.8,1.0,0.86,0,0,0.0,-33.92421720767793,"('swap', '17', '#5')",TRAIN192
2,5998,0.86,30.0,1,0.328125,30.0,0.328125,9.84375,25.8,1.0,0.86,0,0,0.0,-33.67347973759604,"('none', 'none', 'none')",TRAIN192
3,5998,0.86,30.0,1,0.2833333333333333,30.0,0.2833333333333333,8.5,25.8,1.0,0.86,0,0,0.0,-33.78037744244264,"('none', 'none', 'none')",TRAIN192
4,5998,0.86,30.0,1,0.23214285714285715,30.0,0.23214285714285715,6.964285714285714,25.8,1.0,0.86,0,0,0.0,-34.50844361055746,"('none', 'none', 'none')",TRAIN192
5,5998,0.86,30.0,1,0.21153846153846154,30.0,0.21153846153846154,6.346153846153846,25.8,1.0,0.86,0,0,0.0,-36.08711826521062,"('none', 'none', 'none')",TRAIN192
6,5998,0.86,30.0,1,0.22916666666666666,30.0,0.22916666666666666,6.875,25.8,1.0,0.86,0,0,0.0,-38.348034728338355,"('none', 'none', 'none')",TRAIN192
7,2583,0.86,0,0,0.2727272727272727,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '12', '#4')",TRAIN192
1,5996,0.82,120.0,1,0.17647058823529413,120.0,0.17647058823529413,21.176470588235297,196.79999999999998,2.0,1.64,0,0,0.0,-143.1869831087755,"('none', 'none', 'none')",TRAIN195
2,5982,0.82,120.0,1,0.1875,120.0,0.1875,22.5,196.79999999999998,2.0,1.64,0,0,0.0,-143.59943699719872,"('none', 'none', 'none')",TRAIN195
3,5974,0.82,105.0,2,0.3,240.0,0.6,72.0,86.1,1.0,0.82,0,0,0.0,-150.91497912130967,"('swap', '21', '#4')",TRAIN195
4,4940,0.82,0.0,3,0.35714285714285715,0.0,1.0714285714285714,0.0,0.0,1.2195121951219512,1.0,1,1,0.0,-34.99999999999999,"('swap', '7', '#4')",TRAIN195
5,2470,0.82,0,2,0.3076923076923077,0,0.8846153846153846,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '5', '#5')",TRAIN195
1,5998,0.68,0.0,0,0.1323529411764706,0.0,0.0,0.0,0.0,3.0,2.04,0,0,0.0,-13.480970853672963,"('swap', '24', '#3')",TRAIN194
2,5194,0.68,0.0,0,0.078125,0.0,0.0,0.0,0.0,3.0,2.04,0,0,0.0,-13.422211633405487,"('none', 'none', 'none')",TRAIN194
3,4298,0.68,0.0,0,0.016666666666666666,0.0,0.0,0.0,0.0,2.0,1.36,0,0,0.0,-8.359289422274417,"('swap', '2', '#3')",TRAIN194
4,3922,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.36,0,0,0.0,-8.238607743901115,"('none', 'none', 'none')",TRAIN194
5,3562,0.68,0.0,1,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,1.0,0.68,0,0,0.0,-2.716826500835659,"('swap', '11', '#2')",TRAIN194
6,593,0.68,0,1,0.08333333333333333,0,0.08333333333333333,0.0,0,0.0,0,0,0,0.0,0,"('none', 'none', 'none')",TRAIN194
1,5718,0.83,0.0,1,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,2.0,1.66,0,0,0.0,-9.107567124848554,"('none', 'none', 'none')",TRAIN196
2,5624,0.83,0.0,1,0.125,0.0,0.125,0.0,0.0,2.0,1.66,0,0,0.0,-9.095037006852744,"('none', 'none', 'none')",TRAIN196
3,5360,0.83,0.0,1,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,2.0,1.66,0,0,0.0,-9.223270592210717,"('none', 'none', 'none')",TRAIN196
4,5280,0.83,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.83,0,0,0.0,-4.337936915042935,"('swap', '13', '#4')",TRAIN196
5,1674,0.83,0,1,0.3076923076923077,0,0.38461538461538464,0.0,0,0.0,0,0,1,1.0,0,"('swap', '23', '#4')",TRAIN196
1,5998,0.76,90.0,1,0.27941176470588236,90.0,0.27941176470588236,25.147058823529413,136.8,2.0,1.52,0,0,0.0,-74.01388928286332,"('swap', '16', '#4')",TRAIN197
2,5998,0.76,0.0,0,0.15625,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.916724279686981,"('swap', '20', '#6')",TRAIN197
3,5922,0.76,0.0,0,0.1,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.777874460269825,"('none', 'none', 'none')",TRAIN197
4,5850,0.76,0.0,0,0.03571428571428571,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.655075453401253,"('none', 'none', 'none')",TRAIN197
5,5518,0.76,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.52,0,0,0.0,-8.65413088218988,"('none', 'none', 'none')",TRAIN197
6,5692,0.76,0.0,1,0.1875,0.0,0.1875,0.0,0.0,1.0,0.76,0,0,0.0,-3.9370398022339197,"('swap', '17', '#2')",TRAIN197
7,655,0.76,0,1,0.1590909090909091,0,0.1590909090909091,0.0,0,0.0,0,0,0,0.0,0,"('none', 'none', 'none')",TRAIN197
1,5998,0.84,0,2,0.3088235294117647,0,0.8823529411764706,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN203
2,2536,0.84,0,2,0.28125,0,0.8125,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('none', 'none', 'none')",TRAIN203
1,5998,0.7,0.0,3,0.3235294117647059,0.0,0.9705882352941178,0.0,0.0,2.9999999999999996,2.0999999999999996,0,0,0.0,-18.042206953637315,"('swap', '15', '#5')",TRAIN199
2,895,0.7,0,3,0.34375,0,1.03125,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN199
1,5906,0.57,0.0,1,0.25,0.0,0.25,0.0,0.0,1.0,0.57,0,0,0.0,-3.2915245275668816,"('swap', '22', '#6')",TRAIN198
2,5906,0.57,0.0,1,0.265625,0.0,0.265625,0.0,0.0,1.0,0.57,0,0,0.0,-3.1818340904989135,"('none', 'none', 'none')",TRAIN198
3,5906,0.57,0.0,1,0.23333333333333334,0.0,0.23333333333333334,0.0,0.0,1.0,0.57,0,0,0.0,-2.969204754500247,"('none', 'none', 'none')",TRAIN198
4,5906,0.57,0.0,1,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,1.0,0.57,0,0,0.0,-2.7317731273546126,"('none', 'none', 'none')",TRAIN198
5,5906,0.57,0.0,1,0.11538461538461539,0.0,0.11538461538461539,0.0,0.0,1.0,0.57,0,0,0.0,-2.668698498871527,"('none', 'none', 'none')",TRAIN198
6,5906,0.57,0.0,1,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,1.0,0.57,0,0,0.0,-3.2289195659759384,"('none', 'none', 'none')",TRAIN198
7,1238,0.57,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN198
1,5998,0.61,30.0,2,0.14705882352941177,60.0,0.29411764705882354,8.823529411764707,54.900000000000006,3.0,1.83,0,0,0.0,-10.028095069155682,"('swap', '16', '#5')",TRAIN201
